Κωδικός;Όνομα;ΑΦΜ;Υπόλοιπο;Χώρα;Καθεστώς Φ.Π.Α.;Λογ. Κατηγορία;Όνομα - Επάγγελμα;Χρέωση;Πίστωση;Τζίρος
ΠΕΛΑ-00000463;RAVITO;FR39941515959;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;293,44;293,44;236,56
ΠΕΛΑ-00000546;Suite 21 STORE;811562264;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000547;Making Little Things;113972367;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000549;Leithenmair GmbH;U62385029;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;-803,04
ΠΕΛΑ-00000551;Thomas flowers;0422682844;1.171,61;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.435,61;2.264,00;3.089,87
ΠΕΛΑ-00000552;Frieda Hain;324553514;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000553;LITTLE CASBA;54481217693;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000213;Bio-Deli Claudia Klauck;815770702;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000051;BEETROOT ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ;999427641;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΓΡΑΦΙΣΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ;3,51;3,51;0,00
ΠΕΛΑ-00000056;Retail Customer GE;000000000;0,00;Germany;OSS Germany;Πελάτες λιανικής OSS;;13.428,36;13.428,36;11.468,57
ΠΕΛΑ-00000057;Retail Customer UK;000000000;0,00;Great Britain;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;3.926,21;3.926,21;2.909,51
ΠΕΛΑ-00000063;Retail Customer FR;000000000;0,00;France;OSS France;Πελάτες λιανικής OSS;;4.638,85;4.638,85;4.179,60
ΠΕΛΑ-00000065;Beauty Basket Inc;EIN: 82-4822708;2.093,73;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;2.093,73;0,00;0,00
ΠΕΛΑ-00000071;Retail Customer GR;000000000;0,00;Greece;Κανονικό Καθεστώς;Πελάτες λιανικής;;48,12;48,12;40,71
ΠΕΛΑ-00000260;ΞΕΝΟΔΟΧΕΙΑΚΕΣ ΤΟΥΡΙΣΤΙΚΕΣ ΕΜΠΟΡΙΚΕΣ ΝΑΥΤΙΛΙΑΚΕΣ ΚΑΙ ΚΑΤΑΣΚΕΥΑΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΕ;094204463;512,20;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;512,20;0,00;0,00
ΠΕΛΑ-00000265;SMOOCHIE B.V.;859742374B01;3.552,60;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.552,60;0,00;0,00
ΠΕΛΑ-00000679;Buchhandlung Franzis Hensch;175531514;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;274,21;274,21;244,72
ΠΕΛΑ-00000680;DecoZone;0693938097;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;429,40;429,40;395,43
ΠΕΛΑ-00000681;Cicorella Alimentari;337590678;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;429,40;429,40;395,43
ΠΕΛΑ-00000682;Petit Mercado;0730665465;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;717,43;717,43;665,37
ΠΕΛΑ-00000683;Fleux;22481283901;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.402,53;1.402,53;1.307,85
ΠΕΛΑ-00000684;Krawany Hobby & Spiel;U68798189;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;912,43;912,43;841,23
ΠΕΛΑ-00000685;Frau Rabe;340740399;729,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.439,04;1.709,84;2.263,84
ΠΕΛΑ-00000686;Einrichtungshaus Blennemann Duisburg;813680484;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;896,78;896,78;830,67
ΠΕΛΑ-00000687;Roman Artizanal;000000000;0,00;Romania;OSS Romania;Πελάτες λιανικής OSS;;498,61;498,61;380,69
ΠΕΛΑ-00000688;EUROP UNION INTELECTOUAL;;-787,50;Ελλάδα;Κανονικό Καθεστώς;ΠΡΟΚΑΤΑΒΟΛΕΣ ΠΕΛΑΤΩΝ;;0,00;787,50;0,00
ΠΕΛΑ-00000689;central cafe & store;CHE-484.143.305;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;403,09;403,09;373,68
ΠΕΛΑ-00000690;OTIUM Concept GbR;454589514;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;535,56;535,56;496,98
ΠΕΛΑ-00000691;Some Dose Coffee Turners Cross;3886054WH;60,48;Ireland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;715,89;655,41;685,48
ΠΕΛΑ-00000692;Gifted;5223145560;0,00;Poland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.016,25;2.016,25;1.863,25
ΠΕΛΑ-00000693;Super Gem;340047426;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;287,01;287,01;128,83
ΠΕΛΑ-00000694;Dinzler Kaffeerösterei AG;213294178;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;438,76;438,76;438,75
ΠΕΛΑ-00000198;WSQR Lifestyle ug;326948634;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000199;Leut Thorn;864185698B01;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000702;oogkliniek antwerpen;0461111175;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;180,98;180,98;180,98
ΠΕΛΑ-00000309;Papperlapapp;368786220;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000312;LA FABRIK DE MADEMOISELLE COCO MANGO;51811281823;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000313;Pack & Schnack;343380532;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000203;3M Genusswerte GmbH;345410354;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000204;FABLAB AB;556960722801;0,00;Sweden;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000321;Vivres l'épicerie;62903689685;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;462,10;462,10;421,80
ΠΕΛΑ-00000322;café Caillou;100997464;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000800;Fidea Design Concept Store;CHE-114-467-161;766,50;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;766,50;0,00;670,80
ΠΕΛΑ-00000277;MAISON 35 JUILLET;08914871439;56,28;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;336,80;280,52;301,80
ΠΕΛΑ-00000279;Steengaard Gourmet & Livsstil;42152129;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000280;La Cósmica: Concept Store;71657537W;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;406,40;406,40;371,40
ΠΕΛΑ-00000384;Just Gourmet Foods Limited;299521753;38.832,49;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;123.740,40;84.907,91;115.763,40
ΠΕΛΑ-00000387;La dicha;76265432P;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;333,20;333,20;305,40
ΠΕΛΑ-00000389;Maraca;B09703927;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000392;Jaime Sàrl - Fleuriste & concept store;CH-393.593.581;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;3.432,50;3.432,50;2.185,76
ΠΕΛΑ-00000394;Café Vue Store;312150935;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.594,73;1.594,73;1.406,81
ΠΕΛΑ-00000395;Charlotte & the Kids.;DE348363849;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000396;STANA schönes wohnen und mehr;313208755;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;619,50;619,50;519,56
ΠΕΛΑ-00000792;Le petit bazzar de Madeleine et Suzanne;06834135493;587,25;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.130,40;543,15;1.096,40
ΠΕΛΑ-00000793;MM CAKES;10941151391;40,66;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;210,68;170,02;183,50
ΠΕΛΑ-00000794;Kaufmanns' Genuss & Geschenke KG;U77011779;49,57;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;216,87;167,30;188,40
ΠΕΛΑ-00000795;Landfuxx Niederaula OHG;456053208;-2,14;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.278,56;1.280,70;1.158,70
ΠΕΛΑ-00000796;V&V;63819043670;130,65;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;565,10;434,45;522,60
ΠΕΛΑ-00000797;Le Silo;CHE-284.368.174;135,74;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;490,24;354,50;423,00
ΠΕΛΑ-00000798;Blumenhaus am Hochweg;167831680;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;74,50;74,50;74,50
ΠΕΛΑ-00000222;Yiayia and Friends Korea;373-81-03049;189.393,69;Korea;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.321.597,18;1.132.203,49;1.008.859,97
ΠΕΛΑ-00000307;Aux petits Bonheurs La chance;45952381804;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000308;Bombance;60953565694;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000257;ΩΚΕΑΝΙΔΑ ΑΝΩΝΥΜΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΚΑΙ ΤΟΥΡΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ;094521376;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;0,00;0,00;0,00
ΠΕΛΑ-00000447;UNIMARKT Graz-Waltendorf;ATU81879647;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000448;Emilie's , Glenbeigh CO Kerry;IE3558472LH;662,69;Ireland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;662,69;0,00;616,60
ΠΕΛΑ-00000449;1000-sassa;CHE-325.648.288;218,25;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;2.101,23;1.882,98;1.963,90
ΠΕΛΑ-00000450;WEIDE;257547031;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;315,25;315,25;0,00
ΠΕΛΑ-00000451;MOON - le concept store by muse;FR62897452488;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;740,37;740,37;619,58
ΠΕΛΑ-00000452;Studio Bubblegum GmbH;450651605;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.895,20;1.895,20;1.301,48
ΠΕΛΑ-00000453;Coffee Club 1130;ATU81816536;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000454;Retail Customer MY;;0,00;Malaysia;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;83,06;83,06;45,58
ΠΕΛΑ-00000455;Lila - schöne Dinge;CHE-406.774.355;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000485;THREE MONKEYS 030 concept store;167414668;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;972,28;972,28;847,26
ΠΕΛΑ-00000487;Astrantia - Décoration, Mobilier, Cadeaux;FR88849412309;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000488;les coquettes à paillettes;37941319113;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;271,80;271,80;0,00
ΠΕΛΑ-00000489;Les Toiles du Soleil;FR70842502411;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000491;HEY SOHO GmbH & Co. KG;344351199;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;455,98;455,98;403,64
ΠΕΛΑ-00000492;Spiti Hêlios;FR60821444031;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000494;Bengal Spice Club SL;B56894231;1.171,60;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.088,90;917,30;2.015,61
ΠΕΛΑ-00000495;Bürstenfabrik Keller GmbH;DE232028969;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000847;Lisa Doil;287753911;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΜΑΡΚΕΤΙΓΚ;74,50;74,50;74,50
ΠΕΛΑ-00000744;Aestus Commv;1033853615;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;65,00;65,00;65,00
ΠΕΛΑ-00000711;Rewind;0817276666;1.047,98;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.847,48;1.799,50;2.637,60
ΠΕΛΑ-00000712;Wunderkammer;02670960422;0,00;Italy;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;271,20;271,20;271,20
ΠΕΛΑ-00000541;Opa & An;002041362B03;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.271,01;1.271,01;1.148,67
ΠΕΛΑ-00000542;Geliu dziazas;589379515;0,00;Lithuania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000543;Shop54;79489543470;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000544;Poppy‘s;U75596623;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000545;SCHWARZ the fashion concept;301153951;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000001;ΠΕΛΑΤΗΣ ΛΙΑΝΙΚΗΣ;000000000;-175,46;Ελλάδα;Κανονικό Καθεστώς;Πελάτες λιανικής;;4.522,55;4.698,01;3.894,10
ΠΕΛΑ-00000714;Hej! Die kleine Wohnboutique;333349655;1.686,66;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.347,26;660,60;2.266,00
ΠΕΛΑ-00000801;Feli Almacén;B86770146;111,70;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;111,70;0,00;111,70
ΠΕΛΑ-00000802;Ypnotic;127997666;448,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;448,20;0,00;448,20
ΠΕΛΑ-00000803;Stilbude Catharina König e.K.;359005121;507,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;507,20;0,00;469,20
ΠΕΛΑ-00000804;Stadtapotheke zur goldenen Krone;U76853601;514,20;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;514,20;0,00;514,20
ΠΕΛΑ-00000805;Mode Zinser;146890469;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000806;Thomas Schubert;000000000;859,18;Germany;OSS Germany;Πελάτες λιανικής OSS;;859,18;0,00;722,00
ΠΕΛΑ-00000807;Art Unlimited;000000000;194,21;Germany;OSS Germany;Πελάτες λιανικής OSS;;194,21;0,00;141,71
ΠΕΛΑ-00000808;Huss Elektro GmbH;147820650;624,40;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;624,40;0,00;624,40
ΠΕΛΑ-00000809;Süßkramdealer;244864238;411,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;411,00;0,00;411,00
ΠΕΛΑ-00000810;wohnkram;U68289835;1.266,74;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.266,74;0,00;1.266,74
ΠΕΛΑ-00000811;Einrichtungshaus Föger GmbH;U71126257;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000812;NOUVEL ÉTÉ GmbH;CHE-177.639.918;260,27;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;260,27;0,00;205,02
ΠΕΛΑ-00000813;Quiroga design sl;B87132403;370,54;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;370,54;0,00;370,54
ΠΕΛΑ-00000814;Resis kleine Freuden;U73923604;445,40;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;445,40;0,00;445,40
ΠΕΛΑ-00000815;Church - Café boutique;64984357731;208,41;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;208,41;0,00;179,60
ΠΕΛΑ-00000816;Taudtmann Café und Bistro Gmbh;281159225;177,88;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;177,88;0,00;150,00
ΠΕΛΑ-00000817;Halleiner Kisterl;U74348324;496,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;496,00;0,00;496,00
ΠΕΛΑ-00000818;Casa Coco;005395328B30;407,60;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;407,60;0,00;351,60
ΠΕΛΑ-00000819;COVEROVER;06980457;467,90;Czech Republic;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;467,90;0,00;430,90
ΠΕΛΑ-00000820;Forward Creatives GmbH;U73916729;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;6.000,00;6.000,00;6.000,00
ΠΕΛΑ-00000821;Fraai Winkeltje;001683746B87;221,60;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;221,60;0,00;201,60
ΠΕΛΑ-00000822;Junes Green Concept;269771470;643,61;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;643,61;0,00;591,66
ΠΕΛΑ-00000823;Retail Customer CN;000000000;0,00;Canaries;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;60,33;60,33;53,39
ΠΕΛΑ-00000824;Schneewittchen für Zwerge;U64105113;893,01;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;893,01;0,00;893,01
ΠΕΛΑ-00000825;BOLD. concept store;305663725;472,92;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;472,92;0,00;441,04
ΠΕΛΑ-00000826;Unika living;41838442;638,66;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;638,66;0,00;638,66
ΠΕΛΑ-00000827;YUPPIEKOK BV;1008260461;512,40;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;512,40;0,00;512,40
ΠΕΛΑ-00000828;ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΓΙΑΚΟΥΜΑΚΗΣ ΜΙΧΑΗΛ Ε Ε;803326333;1.281,42;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;1.281,42;0,00;1.134,00
ΠΕΛΑ-00000829;Amazing Decor;8431473345;352,00;Poland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;352,00;0,00;317,00
ΠΕΛΑ-00000830;Blumen Spindler GbR;000000000;275,00;Germany;OSS Germany;Πελάτες λιανικής OSS;;275,00;0,00;201,60
ΠΕΛΑ-00000831;Charles & Marie | Shop for great Design;245807871;508,67;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;508,67;0,00;476,46
ΠΕΛΑ-00000832;SAS Pascal Agrapart;000000000;261,67;France;OSS France;Πελάτες λιανικής OSS;;261,67;0,00;185,20
ΠΕΛΑ-00000833;Norkind GmbH;CHE-295.550.139;1.046,47;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.046,47;0,00;897,32
ΠΕΛΑ-00000588;Big League Food Company Wholesale Inc;715020814;6,20;Canada;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;12.247,20;12.241,00;12.247,20
ΠΕΛΑ-00000634;Veastore;DE296224813;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;246,01;246,01;200,99
ΠΕΛΑ-00000635;Bazar Chéri;FR58938621356;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;366,58;366,58;307,61
ΠΕΛΑ-00000636;Laloba Group s.r.o.;CZ23542705;0,00;Czech Republic;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;292,95;292,95;240,55
ΠΕΛΑ-00000638;Wilburs;87607939257;0,00;Australia;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;799,69;799,69;439,52
ΠΕΛΑ-00000639;My ex boyfriend;0669790443;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.088,74;1.088,74;940,65
ΠΕΛΑ-00000672;Goodvibes;93392844304;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.177,80;1.177,80;1.014,54
ΠΕΛΑ-00000673;SARL BONJOUR MAURICE;02881805980;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;908,69;908,69;814,13
ΠΕΛΑ-00000674;Se faire plaisir;FR30990376311;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;373,82;373,82;182,55
ΠΕΛΑ-00000675;HOME QUARTIER | eventquartier GmbH;276981348;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;304,91;304,91;204,51
ΠΕΛΑ-00000676;Dorottya Experience Kft.;HU26671903;0,00;Hungary;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;644,88;644,88;450,90
ΠΕΛΑ-00000762;World Market Management Services LLC;85-4259684;95.899,20;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;95.899,20;0,00;95.899,20
ΠΕΛΑ-00000465;Milo and CO.;FR38942171323;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000466;Fruterija;100015053016;0,00;Lithuania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;575,95;575,95;488,22
ΠΕΛΑ-00000471;Living & Home Marburg;815373308;533,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;533,20;0,00;492,20
ΠΕΛΑ-00000472;Puur Petra;NL001947246B43;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000473;lempi store oy;FI3357870-6;330,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;811,00;481,00;771,00
ΠΕΛΑ-00000474;CASA BONITA;39988666301;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;285,95;285,95;256,17
ΠΕΛΑ-00000475;Hausen - noch schöner wohnen;263160923;873,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.023,61;2.150,41;2.198,91
ΠΕΛΑ-00000476;WhooWhoo UG (haftungsbeschränkt) / Bon Bon Interior;318342016;27,61;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;979,18;951,57;925,71
ΠΕΛΑ-00000287;FLATMAKERS;326567647;1.368,95;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;5.367,45;3.998,50;3.893,72
ΠΕΛΑ-00000713;Creative Solutions;184440736;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;163,00;163,00;163,00
ΠΕΛΑ-00000428;Anja Lebherz;338308265;496,90;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.301,39;804,49;695,72
ΠΕΛΑ-00000429;Uluwatu House;CHE-264211546;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;602,38;602,38;-80,63
ΠΕΛΑ-00000431;CHAT NOIR AG;CHE.100.979.555;12,90;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.237,79;1.224,89;707,51
ΠΕΛΑ-00000432;Pierre Papier Ciseaux;FR56943116012;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;363,48;363,48;0,00
ΠΕΛΑ-00000433;ΓΙΑΛΟΣ ΣΚΙΑΘΟΣ Ε Ε;802799593;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΣΤΙΑΤΟΡΙΟ;0,00;0,00;0,00
